Graph,NumThreads,Time,NumColors,
coPapersDBLP.mtx,1,0.0463113,337
coPapersDBLP.mtx,2,0.172751,337
coPapersDBLP.mtx,4,0.0970145,337
coPapersDBLP.mtx,8,0.0762435,336
coPapersDBLP.mtx,16,0.154127,337
coPapersDBLP.mtx,1,0.046485,337
coPapersDBLP.mtx,2,0.142944,337
coPapersDBLP.mtx,4,0.165056,337
coPapersDBLP.mtx,8,0.123725,336
coPapersDBLP.mtx,16,0.0759026,337
coPapersDBLP.mtx,1,0.0609272,337
coPapersDBLP.mtx,2,0.126675,337
coPapersDBLP.mtx,4,0.175373,337
coPapersDBLP.mtx,8,0.130508,336
coPapersDBLP.mtx,16,0.0917157,337
coPapersDBLP.mtx,1,0.0464456,337
coPapersDBLP.mtx,2,0.212672,337
coPapersDBLP.mtx,4,0.186275,337
coPapersDBLP.mtx,8,0.113536,336
coPapersDBLP.mtx,16,0.0681844,337
coPapersDBLP.mtx,1,0.0465678,337
coPapersDBLP.mtx,2,0.142276,337
coPapersDBLP.mtx,4,0.109066,337
coPapersDBLP.mtx,8,0.0864229,336
coPapersDBLP.mtx,16,0.0739311,337
coPapersDBLP.mtx,1,0.0464963,337
coPapersDBLP.mtx,2,0.15289,337
coPapersDBLP.mtx,4,0.19895,336
coPapersDBLP.mtx,8,0.106855,336
coPapersDBLP.mtx,16,0.083135,337
coPapersDBLP.mtx,1,0.0464746,337
coPapersDBLP.mtx,2,0.114604,337
coPapersDBLP.mtx,4,0.145384,337
coPapersDBLP.mtx,8,0.0792308,336
coPapersDBLP.mtx,16,0.070159,337
coPapersDBLP.mtx,1,0.0464204,337
coPapersDBLP.mtx,2,0.213758,337
coPapersDBLP.mtx,4,0.155163,337
coPapersDBLP.mtx,8,0.107456,336
coPapersDBLP.mtx,16,0.0731633,337
coPapersDBLP.mtx,1,0.0463884,337
coPapersDBLP.mtx,2,0.205416,337
coPapersDBLP.mtx,4,0.136314,337
coPapersDBLP.mtx,8,0.11071,336
coPapersDBLP.mtx,16,0.100852,337
coPapersDBLP.mtx,1,0.0466003,337
coPapersDBLP.mtx,2,0.221575,337
coPapersDBLP.mtx,4,0.109261,337
coPapersDBLP.mtx,8,0.09011,336
coPapersDBLP.mtx,16,0.0637894,337
rmat-b.mtx,1,1.94808,85
rmat-b.mtx,2,5.0127,86
rmat-b.mtx,4,4.04494,89
rmat-b.mtx,8,2.87545,91
rmat-b.mtx,16,1.73732,92
rmat-b.mtx,1,2.06406,85
rmat-b.mtx,2,5.33899,87
rmat-b.mtx,4,3.43593,89
rmat-b.mtx,8,2.51301,92
rmat-b.mtx,16,1.7426,93
rmat-b.mtx,1,2.04987,85
rmat-b.mtx,2,4.85011,87
rmat-b.mtx,4,3.78205,89
rmat-b.mtx,8,2.7166,91
rmat-b.mtx,16,2.21885,93
rmat-b.mtx,1,1.79557,85
rmat-b.mtx,2,4.44031,86
rmat-b.mtx,4,3.56222,86
rmat-b.mtx,8,2.58645,90
rmat-b.mtx,16,1.86203,93
rmat-b.mtx,1,1.84766,85
rmat-b.mtx,2,4.24286,85
rmat-b.mtx,4,3.3289,88
rmat-b.mtx,8,2.61645,90
rmat-b.mtx,16,1.79103,94
rmat-b.mtx,1,1.86793,85
rmat-b.mtx,2,6.11495,89
rmat-b.mtx,4,4.50747,89
rmat-b.mtx,8,2.89164,91
rmat-b.mtx,16,1.82913,95
rmat-b.mtx,1,1.79298,85
rmat-b.mtx,2,4.39138,85
rmat-b.mtx,4,4.34557,90
rmat-b.mtx,8,2.94255,90
rmat-b.mtx,16,1.84501,90
rmat-b.mtx,1,1.80727,85
rmat-b.mtx,2,2.64049,85
rmat-b.mtx,4,3.97234,89
rmat-b.mtx,8,2.61593,91
rmat-b.mtx,16,2.26683,93
rmat-b.mtx,1,1.79682,85
rmat-b.mtx,2,4.45176,85
rmat-b.mtx,4,3.78672,88
rmat-b.mtx,8,2.51091,92
rmat-b.mtx,16,2.1558,91
rmat-b.mtx,1,2.94251,85
rmat-b.mtx,2,4.23815,86
rmat-b.mtx,4,3.31734,87
rmat-b.mtx,8,2.15098,89
rmat-b.mtx,16,1.6299,92
rmat-er.mtx,1,2.59768,11
rmat-er.mtx,2,4.61422,12
rmat-er.mtx,4,2.7944,11
rmat-er.mtx,8,1.63415,11
rmat-er.mtx,16,1.26612,11
rmat-er.mtx,1,2.41107,11
rmat-er.mtx,2,4.58529,11
rmat-er.mtx,4,2.90769,12
rmat-er.mtx,8,1.69182,11
rmat-er.mtx,16,1.2602,11
rmat-er.mtx,1,2.41745,11
rmat-er.mtx,2,3.98543,11
rmat-er.mtx,4,2.69788,11
rmat-er.mtx,8,1.69716,11
rmat-er.mtx,16,1.28182,12
rmat-er.mtx,1,2.47806,11
rmat-er.mtx,2,3.97223,12
rmat-er.mtx,4,2.75395,11
rmat-er.mtx,8,1.60132,11
rmat-er.mtx,16,1.29603,11
rmat-er.mtx,1,2.38875,11
rmat-er.mtx,2,5.74661,11
rmat-er.mtx,4,2.88991,12
rmat-er.mtx,8,1.89186,11
rmat-er.mtx,16,1.20444,11
rmat-er.mtx,1,2.41951,11
rmat-er.mtx,2,4.80902,11
rmat-er.mtx,4,3.11504,12
rmat-er.mtx,8,1.94774,12
rmat-er.mtx,16,1.32996,11
rmat-er.mtx,1,2.81209,11
rmat-er.mtx,2,6.46096,12
rmat-er.mtx,4,3.20004,11
rmat-er.mtx,8,1.61561,11
rmat-er.mtx,16,1.32167,11
rmat-er.mtx,1,3.48548,11
rmat-er.mtx,2,5.5549,12
rmat-er.mtx,4,3.20488,11
rmat-er.mtx,8,1.82393,11
rmat-er.mtx,16,1.37876,11
rmat-er.mtx,1,2.7786,11
rmat-er.mtx,2,4.37583,11
rmat-er.mtx,4,2.86113,11
rmat-er.mtx,8,1.92797,11
rmat-er.mtx,16,1.36993,11
rmat-er.mtx,1,2.66806,11
rmat-er.mtx,2,4.94684,12
rmat-er.mtx,4,3.48793,11
rmat-er.mtx,8,1.66459,11
rmat-er.mtx,16,1.54842,11
europe_osm.mtx,1,0.848525,5
europe_osm.mtx,2,1.23373,5
europe_osm.mtx,4,1.01083,5
europe_osm.mtx,8,0.651908,5
europe_osm.mtx,16,0.520792,5
europe_osm.mtx,1,0.87058,5
europe_osm.mtx,2,0.931954,5
europe_osm.mtx,4,1.04181,5
europe_osm.mtx,8,0.626252,5
europe_osm.mtx,16,0.570738,5
europe_osm.mtx,1,0.839936,5
europe_osm.mtx,2,0.903845,5
europe_osm.mtx,4,0.883051,5
europe_osm.mtx,8,0.591999,5
europe_osm.mtx,16,0.597734,5
europe_osm.mtx,1,0.839534,5
europe_osm.mtx,2,0.948071,5
europe_osm.mtx,4,0.825243,5
europe_osm.mtx,8,0.581936,5
europe_osm.mtx,16,0.618224,5
europe_osm.mtx,1,0.979977,5
europe_osm.mtx,2,0.846809,5
europe_osm.mtx,4,0.838642,5
europe_osm.mtx,8,0.600716,5
europe_osm.mtx,16,0.590377,5
europe_osm.mtx,1,0.838429,5
europe_osm.mtx,2,1.40372,5
europe_osm.mtx,4,0.807761,5
europe_osm.mtx,8,0.362071,5
europe_osm.mtx,16,0.574831,5
europe_osm.mtx,1,0.842976,5
europe_osm.mtx,2,1.09098,5
europe_osm.mtx,4,0.836888,5
europe_osm.mtx,8,0.591772,5
europe_osm.mtx,16,0.471234,5
europe_osm.mtx,1,1.06615,5
europe_osm.mtx,2,1.14508,5
europe_osm.mtx,4,0.9278,5
europe_osm.mtx,8,0.618726,5
europe_osm.mtx,16,0.804191,5
europe_osm.mtx,1,0.815618,5
